200517 212526.468|CONFIG|Thread-4|setFileHandlers|Now logging to E:\CODE\C++\pc2Client - Copy\bin\logs directory.
200517 225316.269|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #18 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 225319.288|INFO|Thread-51|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #170852 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225319.288|INFO|Thread-51|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170852, o#170852 ) recieveObject
200517 225319.288|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225319.289|INFO|Thread-51|dumpPacket|    To: TEAM360 @ site 1
200517 225319.289|INFO|Thread-51|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15117 QUEUED_FOR_COMPUTER_JUDGEMENT 9325 min 559551692ms from TEAM360 @ site 1 id Run-1266272434798611015 problem CONTEST_6_-_BAI_12-3388744647729719797 lang C/C++-2403438320861709078
200517 225319.289|INFO|Thread-51|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #170852 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225319.289|INFO|Thread-51|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170852, o#170852 ) handlePacket
200517 225319.289|INFO|Thread-51|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225319.289|INFO|Thread-51|dumpPacket|    To: TEAM360 @ site 1
200517 225319.289|INFO|Thread-51|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15117 QUEUED_FOR_COMPUTER_JUDGEMENT 9325 min 559551692ms from TEAM360 @ site 1 id Run-1266272434798611015 problem CONTEST_6_-_BAI_12-3388744647729719797 lang C/C++-2403438320861709078
200517 225327.372|INFO|Thread-52|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #170858 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225327.372|INFO|Thread-52|dumpPacket|Packet RUN_JUDGEMENT (Seq #170858, o#170858 ) recieveObject
200517 225327.372|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225327.372|INFO|Thread-52|dumpPacket|    To: TEAM360 @ site 1
200517 225327.372|INFO|Thread-52|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-1702370434399804576
200517 225327.373|INFO|Thread-52|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15117 JUDGED 9325 min 559551692ms from TEAM360 @ site 1 id Run-1266272434798611015 problem CONTEST_6_-_BAI_12-3388744647729719797 lang C/C++-2403438320861709078
200517 225327.373|INFO|Thread-52|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 225327.373|INFO|Thread-52|info|handlePacket start Packet[RUN_JUDGEMENT] #170858 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225327.373|INFO|Thread-52|dumpPacket|Packet RUN_JUDGEMENT (Seq #170858, o#170858 ) handlePacket
200517 225327.373|INFO|Thread-52|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225327.373|INFO|Thread-52|dumpPacket|    To: TEAM360 @ site 1
200517 225327.373|INFO|Thread-52|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE4 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-1702370434399804576
200517 225327.373|INFO|Thread-52|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15117 JUDGED 9325 min 559551692ms from TEAM360 @ site 1 id Run-1266272434798611015 problem CONTEST_6_-_BAI_12-3388744647729719797 lang C/C++-2403438320861709078
200517 225327.373|INFO|Thread-52|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 225331.623|INFO|Thread-52|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15117 JUDGED 9325 min 559551692ms from TEAM360 @ site 1 id Run-1266272434798611015 problem CONTEST_6_-_BAI_12-3388744647729719797 lang C/C++-2403438320861709078; runFiles=null
200517 225331.623|INFO|Thread-52|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 225331.623|INFO|Thread-52|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #170858 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225846.331|INFO|Thread-51|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #170852 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225856.228|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 13 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\13_k-largest-element-2.cpp
200517 225856.229|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #19 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 225856.230|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #19 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 225901.459|INFO|Thread-54|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #170941 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225901.459|INFO|Thread-54|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170941, o#170941 ) recieveObject
200517 225901.459|INFO|Thread-54|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225901.459|INFO|Thread-54|dumpPacket|    To: TEAM360 @ site 1
200517 225901.459|INFO|Thread-54|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15128 QUEUED_FOR_COMPUTER_JUDGEMENT 9331 min 559891656ms from TEAM360 @ site 1 id Run--8702475090000578390 problem CONTEST_6_-_BAI_13--4814293842098346435 lang C/C++-2403438320861709078
200517 225901.459|INFO|Thread-54|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #170941 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225901.459|INFO|Thread-54|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #170941, o#170941 ) handlePacket
200517 225901.460|INFO|Thread-54|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225901.460|INFO|Thread-54|dumpPacket|    To: TEAM360 @ site 1
200517 225901.460|INFO|Thread-54|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15128 QUEUED_FOR_COMPUTER_JUDGEMENT 9331 min 559891656ms from TEAM360 @ site 1 id Run--8702475090000578390 problem CONTEST_6_-_BAI_13--4814293842098346435 lang C/C++-2403438320861709078
200517 225925.565|INFO|Thread-55|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #170953 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225925.566|INFO|Thread-55|dumpPacket|Packet RUN_JUDGEMENT (Seq #170953, o#170953 ) recieveObject
200517 225925.566|INFO|Thread-55|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225925.566|INFO|Thread-55|dumpPacket|    To: TEAM360 @ site 1
200517 225925.566|INFO|Thread-55|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-252555733027950538
200517 225925.566|INFO|Thread-55|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15128 JUDGED 9331 min 559891656ms from TEAM360 @ site 1 id Run--8702475090000578390 problem CONTEST_6_-_BAI_13--4814293842098346435 lang C/C++-2403438320861709078
200517 225925.566|INFO|Thread-55|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 225925.566|INFO|Thread-55|info|handlePacket start Packet[RUN_JUDGEMENT] #170953 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225925.566|INFO|Thread-55|dumpPacket|Packet RUN_JUDGEMENT (Seq #170953, o#170953 ) handlePacket
200517 225925.566|INFO|Thread-55|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 225925.566|INFO|Thread-55|dumpPacket|    To: TEAM360 @ site 1
200517 225925.567|INFO|Thread-55|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-252555733027950538
200517 225925.567|INFO|Thread-55|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15128 JUDGED 9331 min 559891656ms from TEAM360 @ site 1 id Run--8702475090000578390 problem CONTEST_6_-_BAI_13--4814293842098346435 lang C/C++-2403438320861709078
200517 225925.567|INFO|Thread-55|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 225931.570|INFO|Thread-55|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15128 JUDGED 9331 min 559891656ms from TEAM360 @ site 1 id Run--8702475090000578390 problem CONTEST_6_-_BAI_13--4814293842098346435 lang C/C++-2403438320861709078; runFiles=null
200517 225931.570|INFO|Thread-55|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 225931.570|INFO|Thread-55|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #170953 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 225932.542|INFO|Thread-54|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #170941 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 231550.881|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 14 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\14_tong-cap-so-nguyen-to.cpp
200517 231550.883|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #20 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 231550.884|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #20 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 231553.892|INFO|Thread-57|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #171216 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 231553.893|INFO|Thread-57|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171216, o#171216 ) recieveObject
200517 231553.893|INFO|Thread-57|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 231553.893|INFO|Thread-57|dumpPacket|    To: TEAM360 @ site 1
200517 231553.893|INFO|Thread-57|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15155 QUEUED_FOR_COMPUTER_JUDGEMENT 9348 min 560906345ms from TEAM360 @ site 1 id Run-4339051985598491712 problem CONTEST_6_-_BAI_14-7592397593366599390 lang C/C++-2403438320861709078
200517 231553.893|INFO|Thread-57|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #171216 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 231553.893|INFO|Thread-57|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171216, o#171216 ) handlePacket
200517 231553.893|INFO|Thread-57|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 231553.893|INFO|Thread-57|dumpPacket|    To: TEAM360 @ site 1
200517 231553.893|INFO|Thread-57|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15155 QUEUED_FOR_COMPUTER_JUDGEMENT 9348 min 560906345ms from TEAM360 @ site 1 id Run-4339051985598491712 problem CONTEST_6_-_BAI_14-7592397593366599390 lang C/C++-2403438320861709078
200517 231602.164|INFO|Thread-58|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #171220 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 231602.164|INFO|Thread-58|dumpPacket|Packet RUN_JUDGEMENT (Seq #171220, o#171220 ) recieveObject
200517 231602.164|INFO|Thread-58|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 231602.164|INFO|Thread-58|dumpPacket|    To: TEAM360 @ site 1
200517 231602.164|INFO|Thread-58|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-6327847727613330361
200517 231602.164|INFO|Thread-58|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15155 JUDGED 9348 min 560906345ms from TEAM360 @ site 1 id Run-4339051985598491712 problem CONTEST_6_-_BAI_14-7592397593366599390 lang C/C++-2403438320861709078
200517 231602.164|INFO|Thread-58|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 231602.164|INFO|Thread-58|info|handlePacket start Packet[RUN_JUDGEMENT] #171220 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 231602.164|INFO|Thread-58|dumpPacket|Packet RUN_JUDGEMENT (Seq #171220, o#171220 ) handlePacket
200517 231602.164|INFO|Thread-58|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 231602.164|INFO|Thread-58|dumpPacket|    To: TEAM360 @ site 1
200517 231602.165|INFO|Thread-58|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-6327847727613330361
200517 231602.165|INFO|Thread-58|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15155 JUDGED 9348 min 560906345ms from TEAM360 @ site 1 id Run-4339051985598491712 problem CONTEST_6_-_BAI_14-7592397593366599390 lang C/C++-2403438320861709078
200517 231602.165|INFO|Thread-58|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 231618.506|INFO|Thread-58|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15155 JUDGED 9348 min 560906345ms from TEAM360 @ site 1 id Run-4339051985598491712 problem CONTEST_6_-_BAI_14-7592397593366599390 lang C/C++-2403438320861709078; runFiles=null
200517 231618.506|INFO|Thread-58|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 231618.506|INFO|Thread-58|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #171220 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 231639.627|INFO|Thread-57|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #171216 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232446.823|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 15 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\15_merge-sort.cpp
200517 232446.825|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #21 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 232446.825|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #21 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 232450.413|INFO|Thread-60|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #171312 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232450.413|INFO|Thread-60|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171312, o#171312 ) recieveObject
200517 232450.413|INFO|Thread-60|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232450.413|INFO|Thread-60|dumpPacket|    To: TEAM360 @ site 1
200517 232450.413|INFO|Thread-60|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15167 QUEUED_FOR_COMPUTER_JUDGEMENT 9357 min 561442320ms from TEAM360 @ site 1 id Run--2445393803295305236 problem CONTEST_6_-_BAI_15-6593775252096731761 lang C/C++-2403438320861709078
200517 232450.413|INFO|Thread-60|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #171312 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232450.413|INFO|Thread-60|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171312, o#171312 ) handlePacket
200517 232450.413|INFO|Thread-60|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232450.413|INFO|Thread-60|dumpPacket|    To: TEAM360 @ site 1
200517 232450.414|INFO|Thread-60|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15167 QUEUED_FOR_COMPUTER_JUDGEMENT 9357 min 561442320ms from TEAM360 @ site 1 id Run--2445393803295305236 problem CONTEST_6_-_BAI_15-6593775252096731761 lang C/C++-2403438320861709078
200517 232520.281|INFO|Thread-61|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #171326 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232520.281|INFO|Thread-61|dumpPacket|Packet RUN_JUDGEMENT (Seq #171326, o#171326 ) recieveObject
200517 232520.281|INFO|Thread-61|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232520.281|INFO|Thread-61|dumpPacket|    To: TEAM360 @ site 1
200517 232520.281|INFO|Thread-61|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-125039955181566504
200517 232520.281|INFO|Thread-61|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15167 JUDGED 9357 min 561442320ms from TEAM360 @ site 1 id Run--2445393803295305236 problem CONTEST_6_-_BAI_15-6593775252096731761 lang C/C++-2403438320861709078
200517 232520.281|INFO|Thread-61|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 232520.282|INFO|Thread-61|info|handlePacket start Packet[RUN_JUDGEMENT] #171326 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232520.282|INFO|Thread-61|dumpPacket|Packet RUN_JUDGEMENT (Seq #171326, o#171326 ) handlePacket
200517 232520.282|INFO|Thread-61|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232520.282|INFO|Thread-61|dumpPacket|    To: TEAM360 @ site 1
200517 232520.282|INFO|Thread-61|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-125039955181566504
200517 232520.282|INFO|Thread-61|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15167 JUDGED 9357 min 561442320ms from TEAM360 @ site 1 id Run--2445393803295305236 problem CONTEST_6_-_BAI_15-6593775252096731761 lang C/C++-2403438320861709078
200517 232520.282|INFO|Thread-61|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 232522.636|INFO|Thread-61|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15167 JUDGED 9357 min 561442320ms from TEAM360 @ site 1 id Run--2445393803295305236 problem CONTEST_6_-_BAI_15-6593775252096731761 lang C/C++-2403438320861709078; runFiles=null
200517 232522.637|INFO|Thread-61|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 232522.637|INFO|Thread-61|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #171326 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232523.711|INFO|Thread-60|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #171312 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232532.606|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 16 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\15_merge-sort.cpp
200517 232532.607|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #22 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 232532.608|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #22 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 232535.565|INFO|Thread-63|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #171330 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232535.565|INFO|Thread-63|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171330, o#171330 ) recieveObject
200517 232535.565|INFO|Thread-63|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232535.565|INFO|Thread-63|dumpPacket|    To: TEAM360 @ site 1
200517 232535.565|INFO|Thread-63|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15169 QUEUED_FOR_COMPUTER_JUDGEMENT 9358 min 561488054ms from TEAM360 @ site 1 id Run-4639240663721030947 problem CONTEST_6_-_BAI_16-9057559127492174733 lang C/C++-2403438320861709078
200517 232535.565|INFO|Thread-63|info|handlePacket start Packet[RUN_SUBMISSION_CONFIRM] #171330 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232535.565|INFO|Thread-63|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171330, o#171330 ) handlePacket
200517 232535.565|INFO|Thread-63|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232535.566|INFO|Thread-63|dumpPacket|    To: TEAM360 @ site 1
200517 232535.566|INFO|Thread-63|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15169 QUEUED_FOR_COMPUTER_JUDGEMENT 9358 min 561488054ms from TEAM360 @ site 1 id Run-4639240663721030947 problem CONTEST_6_-_BAI_16-9057559127492174733 lang C/C++-2403438320861709078
200517 232539.983|INFO|Thread-63|info| receiveObject(S) end   got Packet[RUN_SUBMISSION_CONFIRM] #171330 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232544.424|INFO|Thread-64|info| receiveObject(S) start got Packet[RUN_JUDGEMENT] #171334 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232544.424|INFO|Thread-64|dumpPacket|Packet RUN_JUDGEMENT (Seq #171334, o#171334 ) recieveObject
200517 232544.424|INFO|Thread-64|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232544.425|INFO|Thread-64|dumpPacket|    To: TEAM360 @ site 1
200517 232544.425|INFO|Thread-64|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-4102210481887265043
200517 232544.425|INFO|Thread-64|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15169 JUDGED 9358 min 561488054ms from TEAM360 @ site 1 id Run-4639240663721030947 problem CONTEST_6_-_BAI_16-9057559127492174733 lang C/C++-2403438320861709078
200517 232544.425|INFO|Thread-64|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 232544.425|INFO|Thread-64|info|handlePacket start Packet[RUN_JUDGEMENT] #171334 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 232544.425|INFO|Thread-64|dumpPacket|Packet RUN_JUDGEMENT (Seq #171334, o#171334 ) handlePacket
200517 232544.425|INFO|Thread-64|dumpPacket|  From: SERVER0 @ site 1, oSERVER0 @ site 1 (CNTT1-ACM1 @ 10.99.3.97) (Contest Id: Default-189234830985629705)
200517 232544.425|INFO|Thread-64|dumpPacket|    To: TEAM360 @ site 1
200517 232544.425|INFO|Thread-64|dumpPacket|   key: JUDGEMENT_RECORD is: edu.csus.ecs.pc2.core.model.JudgementRecord Yes by JUDGE1 @ site 1 judgement Yes--5853535525461512161 id JudgementRecord-4102210481887265043
200517 232544.425|INFO|Thread-64|dumpPacket|   key: RUN is: edu.csus.ecs.pc2.core.model.Run Run 15169 JUDGED 9358 min 561488054ms from TEAM360 @ site 1 id Run-4639240663721030947 problem CONTEST_6_-_BAI_16-9057559127492174733 lang C/C++-2403438320861709078
200517 232544.425|INFO|Thread-64|dumpPacket|   key: CLIENT_ID is: edu.csus.ecs.pc2.core.model.ClientId SERVER0 @ site 1
200517 232619.101|INFO|Thread-64|runChanged|RunsPane.RunListener: Action=CHANGED; DetailedAction=null; msg=null; run=Run 15169 JUDGED 9358 min 561488054ms from TEAM360 @ site 1 id Run-4639240663721030947 problem CONTEST_6_-_BAI_16-9057559127492174733 lang C/C++-2403438320861709078; runFiles=null
200517 232619.101|INFO|Thread-64|runChanged|Event not for me: sent to null but my ID is TEAM360 @ site 1
200517 232619.101|INFO|Thread-64|info| receiveObject(S) end   got Packet[RUN_JUDGEMENT] #171334 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 233229.672|INFO|AWT-EventQueue-0|testOrSubmitRun|submitRun for CONTEST 6 - BAI 17 C/C++ file: E:\CODE\C++\Contest6 - Sap xep va Tim kiem\17_sorting-12.cpp
200517 233229.674|INFO|AWT-EventQueue-0|sendToLocalServer|Sending packet to server Packet[RUN_SUBMISSION] #23 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 233229.674|INFO|AWT-EventQueue-0|sendToLocalServer|Sent    packet to server Packet[RUN_SUBMISSION] #23 TEAM360 @ site 1 -> SERVER0 @ site 1
200517 233233.841|INFO|Thread-66|info| receiveObject(S) start got Packet[RUN_SUBMISSION_CONFIRM] #171408 SERVER0 @ site 1 -> TEAM360 @ site 1
200517 233233.841|INFO|Thread-66|dumpPacket|Packet RUN_SUBMISSION_CONFIRM (Seq #171408, o#171408 ) recieveObject
